from,to,ref,value,quality,parameter_id,station_id,date
,,,2.0,G,4,97200,1699254000000.0
,,,1.0,G,4,97200,1699257600000.0
,,,2.0,G,4,97200,1699261200000.0
,,,1.0,G,4,97200,1699264800000.0
,,,1.0,G,4,97200,1699268400000.0
,,,2.0,G,4,97200,1699272000000.0
,,,2.0,G,4,97200,1699275600000.0
,,,2.0,G,4,97200,1699279200000.0
,,,2.0,G,4,97200,1699282800000.0
,,,2.0,G,4,97200,1699286400000.0
,,,1.0,G,4,97200,1699290000000.0
,,,1.0,G,4,97200,1699293600000.0
,,,1.0,G,4,97200,1699297200000.0
,,,1.0,G,4,97200,1699300800000.0
,,,1.0,G,4,97200,1699304400000.0
,,,0.0,G,4,97200,1699308000000.0
,,,0.0,G,4,97200,1699311600000.0
,,,1.0,G,4,97200,1699315200000.0
,,,1.0,G,4,97200,1699318800000.0
,,,1.0,G,4,97200,1699322400000.0
,,,3.0,G,4,97200,1699326000000.0
,,,2.0,G,4,97200,1699329600000.0
,,,2.0,G,4,97200,1699333200000.0
,,,2.0,G,4,97200,1699336800000.0
,,,1.0,G,4,97200,1699340400000.0
,,,1.0,G,4,97200,1699344000000.0
,,,2.0,G,4,97200,1699347600000.0
,,,2.0,G,4,97200,1699351200000.0
,,,2.0,G,4,97200,1699354800000.0
,,,2.0,G,4,97200,1699358400000.0
,,,2.0,G,4,97200,1699362000000.0
,,,1.0,G,4,97200,1699365600000.0
,,,2.0,G,4,97200,1699369200000.0
,,,1.0,G,4,97200,1699372800000.0
,,,1.0,G,4,97200,1699376400000.0
,,,1.0,G,4,97200,1699380000000.0
,,,1.0,G,4,97200,1699383600000.0
,,,1.0,G,4,97200,1699387200000.0
,,,1.0,G,4,97200,1699390800000.0
,,,0.0,G,4,97200,1699394400000.0
,,,0.0,G,4,97200,1699398000000.0
,,,0.0,G,4,97200,1699401600000.0
,,,0.0,G,4,97200,1699405200000.0
,,,0.0,G,4,97200,1699408800000.0
,,,2.0,G,4,97200,1699426800000.0
,,,3.0,G,4,97200,1699430400000.0
,,,3.0,G,4,97200,1699434000000.0
,,,3.0,G,4,97200,1699437600000.0
,,,1.0,G,4,97200,1699441200000.0
,,,2.0,G,4,97200,1699444800000.0
,,,2.0,G,4,97200,1699448400000.0
,,,2.0,G,4,97200,1699452000000.0
,,,1.0,G,4,97200,1699455600000.0
,,,2.0,G,4,97200,1699459200000.0
,,,3.0,G,4,97200,1699462800000.0
,,,2.0,G,4,97200,1699466400000.0
,,,3.0,G,4,97200,1699470000000.0
,,,2.0,G,4,97200,1699473600000.0
,,,2.0,G,4,97200,1699477200000.0
,,,2.0,G,4,97200,1699480800000.0
,,,2.0,G,4,97200,1699484400000.0
,,,1.0,G,4,97200,1699488000000.0
,,,0.0,G,4,97200,1699491600000.0
,,,0.0,G,4,97200,1699495200000.0
,,,0.0,G,4,97200,1699498800000.0
,,,0.0,G,4,97200,1699502400000.0
,,,0.0,G,4,97200,1699506000000.0
,,,1.0,G,4,97200,1699509600000.0
,,,1.0,G,4,97200,1699513200000.0
,,,3.0,G,4,97200,1699516800000.0
,,,4.0,G,4,97200,1699520400000.0
,,,4.0,G,4,97200,1699524000000.0
,,,3.0,G,4,97200,1699527600000.0
,,,4.0,G,4,97200,1699531200000.0
,,,4.0,G,4,97200,1699534800000.0
,,,4.0,G,4,97200,1699538400000.0
,,,5.0,G,4,97200,1699542000000.0
,,,5.0,G,4,97200,1699545600000.0
,,,5.0,G,4,97200,1699549200000.0
,,,5.0,G,4,97200,1699552800000.0
,,,4.0,G,4,97200,1699556400000.0
,,,4.0,G,4,97200,1699560000000.0
,,,3.0,G,4,97200,1699563600000.0
,,,2.0,G,4,97200,1699567200000.0
,,,2.0,G,4,97200,1699570800000.0
,,,2.0,G,4,97200,1699574400000.0
,,,2.0,G,4,97200,1699578000000.0
,,,2.0,G,4,97200,1699581600000.0
,,,2.0,G,4,97200,1699585200000.0
,,,3.0,G,4,97200,1699588800000.0
,,,2.0,G,4,97200,1699592400000.0
,,,2.0,G,4,97200,1699596000000.0
,,,2.0,G,4,97200,1699599600000.0
,,,2.0,G,4,97200,1699603200000.0
,,,2.0,G,4,97200,1699606800000.0
,,,2.0,G,4,97200,1699610400000.0
,,,2.0,G,4,97200,1699614000000.0
,,,3.0,G,4,97200,1699628400000.0
,,,2.0,G,4,97200,1699632000000.0
,,,2.0,G,4,97200,1699635600000.0
,,,1.0,G,4,97200,1699639200000.0
,,,2.0,G,4,97200,1699642800000.0
,,,1.0,G,4,97200,1699646400000.0
,,,2.0,G,4,97200,1699650000000.0
,,,1.0,G,4,97200,1699653600000.0
,,,2.0,G,4,97200,1699657200000.0
,,,2.0,G,4,97200,1699660800000.0
,,,2.0,G,4,97200,1699664400000.0
,,,2.0,G,4,97200,1699668000000.0
,,,2.0,G,4,97200,1699671600000.0
,,,1.0,G,4,97200,1699675200000.0
,,,1.0,G,4,97200,1699678800000.0
,,,1.0,G,4,97200,1699682400000.0
,,,1.0,G,4,97200,1699686000000.0
,,,2.0,G,4,97200,1699689600000.0
,,,2.0,G,4,97200,1699693200000.0
,,,2.0,G,4,97200,1699696800000.0
,,,1.0,G,4,97200,1699700400000.0
,,,1.0,G,4,97200,1699704000000.0
,,,0.0,G,4,97200,1699707600000.0
,,,0.0,G,4,97200,1699711200000.0
,,,2.0,G,4,97200,1699714800000.0
,,,1.0,G,4,97200,1699718400000.0
,,,1.0,G,4,97200,1699722000000.0
,,,0.0,G,4,97200,1699725600000.0
,,,1.0,G,4,97200,1699729200000.0
,,,1.0,G,4,97200,1699732800000.0
,,,1.0,G,4,97200,1699736400000.0
,,,1.0,G,4,97200,1699740000000.0
,,,2.0,G,4,97200,1699743600000.0
,,,2.0,G,4,97200,1699747200000.0
,,,2.0,G,4,97200,1699750800000.0
,,,2.0,G,4,97200,1699754400000.0
,,,1.0,G,4,97200,1699758000000.0
,,,2.0,G,4,97200,1699761600000.0
,,,2.0,G,4,97200,1699765200000.0
,,,3.0,G,4,97200,1699768800000.0
,,,3.0,G,4,97200,1699772400000.0
,,,4.0,G,4,97200,1699776000000.0
,,,3.0,G,4,97200,1699779600000.0
,,,4.0,G,4,97200,1699783200000.0
,,,4.0,G,4,97200,1699786800000.0
,,,4.0,G,4,97200,1699790400000.0
,,,3.0,G,4,97200,1699794000000.0
,,,3.0,G,4,97200,1699797600000.0
,,,3.0,G,4,97200,1699801200000.0
,,,3.0,G,4,97200,1699804800000.0
,,,3.0,G,4,97200,1699808400000.0
,,,3.0,G,4,97200,1699812000000.0
,,,4.0,G,4,97200,1699815600000.0
,,,3.0,G,4,97200,1699819200000.0
,,,3.0,G,4,97200,1699822800000.0
,,,3.0,G,4,97200,1699826400000.0
,,,3.0,G,4,97200,1699830000000.0
,,,3.0,G,4,97200,1699833600000.0
,,,4.0,G,4,97200,1699837200000.0
,,,3.0,G,4,97200,1699840800000.0
,,,4.0,G,4,97200,1699844400000.0
,,,4.0,G,4,97200,1699848000000.0
,,,4.0,G,4,97200,1699851600000.0
,,,4.0,G,4,97200,1699855200000.0
,,,4.0,G,4,97200,1699858800000.0
,,,4.0,G,4,97200,1699862400000.0
,,,4.0,G,4,97200,1699866000000.0
,,,4.0,G,4,97200,1699869600000.0
,,,3.0,G,4,97200,1699873200000.0
,,,4.0,G,4,97200,1699876800000.0
,,,4.0,G,4,97200,1699880400000.0
,,,4.0,G,4,97200,1699884000000.0
,,,4.0,G,4,97200,1699887600000.0
,,,3.0,G,4,97200,1699891200000.0
,,,3.0,G,4,97200,1699894800000.0
,,,3.0,G,4,97200,1699898400000.0
,,,3.0,G,4,97200,1699902000000.0
,,,3.0,G,4,97200,1699905600000.0
,,,2.0,G,4,97200,1699909200000.0
,,,2.0,G,4,97200,1699912800000.0
,,,1.0,G,4,97200,1699916400000.0
,,,2.0,G,4,97200,1699920000000.0
,,,1.0,G,4,97200,1699923600000.0
,,,2.0,G,4,97200,1699927200000.0
,,,2.0,G,4,97200,1699930800000.0
,,,3.0,G,4,97200,1699934400000.0
,,,2.0,G,4,97200,1699938000000.0
,,,3.0,G,4,97200,1699941600000.0
,,,3.0,G,4,97200,1699945200000.0
,,,3.0,G,4,97200,1699948800000.0
,,,3.0,G,4,97200,1699952400000.0
,,,3.0,G,4,97200,1699956000000.0
,,,3.0,G,4,97200,1699959600000.0
,,,4.0,G,4,97200,1699963200000.0
,,,2.0,G,4,97200,1699966800000.0
,,,3.0,G,4,97200,1699970400000.0
,,,3.0,G,4,97200,1699974000000.0
,,,2.0,G,4,97200,1699977600000.0
,,,2.0,G,4,97200,1699981200000.0
,,,2.0,G,4,97200,1699984800000.0
,,,3.0,G,4,97200,1699988400000.0
,,,2.0,G,4,97200,1699992000000.0
,,,3.0,G,4,97200,1699995600000.0
,,,2.0,G,4,97200,1699999200000.0
,,,3.0,G,4,97200,1700002800000.0
,,,4.0,G,4,97200,1700006400000.0
,,,3.0,G,4,97200,1700010000000.0
,,,4.0,G,4,97200,1700013600000.0
,,,3.0,G,4,97200,1700017200000.0
,,,3.0,G,4,97200,1700020800000.0
,,,3.0,G,4,97200,1700024400000.0
,,,3.0,G,4,97200,1700028000000.0
,,,3.0,G,4,97200,1700031600000.0
,,,3.0,G,4,97200,1700035200000.0
,,,3.0,G,4,97200,1700038800000.0
,,,3.0,G,4,97200,1700042400000.0
,,,3.0,G,4,97200,1700046000000.0
,,,3.0,G,4,97200,1700049600000.0
,,,3.0,G,4,97200,1700053200000.0
,,,3.0,G,4,97200,1700056800000.0
,,,4.0,G,4,97200,1700060400000.0
,,,3.0,G,4,97200,1700064000000.0
,,,3.0,G,4,97200,1700067600000.0
,,,3.0,G,4,97200,1700071200000.0
,,,3.0,G,4,97200,1700074800000.0
,,,2.0,G,4,97200,1700078400000.0
,,,2.0,G,4,97200,1700082000000.0
,,,3.0,G,4,97200,1700085600000.0
,,,3.0,G,4,97200,1700089200000.0
,,,3.0,G,4,97200,1700092800000.0
,,,3.0,G,4,97200,1700096400000.0
,,,3.0,G,4,97200,1700100000000.0
,,,2.0,G,4,97200,1700103600000.0
,,,2.0,G,4,97200,1700107200000.0
,,,3.0,G,4,97200,1700110800000.0
,,,3.0,G,4,97200,1700114400000.0
,,,4.0,G,4,97200,1700118000000.0
,,,3.0,G,4,97200,1700121600000.0
,,,4.0,G,4,97200,1700125200000.0
,,,4.0,G,4,97200,1700128800000.0
,,,3.0,G,4,97200,1700132400000.0
,,,2.0,G,4,97200,1700136000000.0
,,,1.0,G,4,97200,1700139600000.0
,,,2.0,G,4,97200,1700143200000.0
,,,3.0,G,4,97200,1700146800000.0
,,,2.0,G,4,97200,1700150400000.0
,,,2.0,G,4,97200,1700154000000.0
,,,4.0,G,4,97200,1700157600000.0
,,,4.0,G,4,97200,1700161200000.0
,,,3.0,G,4,97200,1700164800000.0
,,,3.0,G,4,97200,1700168400000.0
,,,2.0,G,4,97200,1700172000000.0
,,,2.0,G,4,97200,1700175600000.0
,,,2.0,G,4,97200,1700179200000.0
,,,3.0,G,4,97200,1700182800000.0
,,,3.0,G,4,97200,1700186400000.0
,,,2.0,G,4,97200,1700190000000.0
,,,2.0,G,4,97200,1700193600000.0
,,,2.0,G,4,97200,1700197200000.0
,,,2.0,G,4,97200,1700200800000.0
,,,1.0,G,4,97200,1700204400000.0
,,,1.0,G,4,97200,1700208000000.0
,,,1.0,G,4,97200,1700211600000.0
,,,2.0,G,4,97200,1700215200000.0
,,,2.0,G,4,97200,1700218800000.0
,,,2.0,G,4,97200,1700222400000.0
,,,2.0,G,4,97200,1700226000000.0
,,,1.0,G,4,97200,1700229600000.0
,,,2.0,G,4,97200,1700233200000.0
,,,2.0,G,4,97200,1700236800000.0
,,,1.0,G,4,97200,1700240400000.0
,,,0.0,G,4,97200,1700244000000.0
,,,0.0,G,4,97200,1700247600000.0
,,,0.0,G,4,97200,1700251200000.0
,,,1.0,G,4,97200,1700254800000.0
,,,1.0,G,4,97200,1700258400000.0
,,,0.0,G,4,97200,1700262000000.0
,,,0.0,G,4,97200,1700265600000.0
,,,0.0,G,4,97200,1700269200000.0
,,,1.0,G,4,97200,1700272800000.0
,,,2.0,G,4,97200,1700276400000.0
,,,1.0,G,4,97200,1700280000000.0
,,,1.0,G,4,97200,1700283600000.0
,,,3.0,G,4,97200,1700287200000.0
,,,3.0,G,4,97200,1700290800000.0
,,,3.0,G,4,97200,1700294400000.0
,,,3.0,G,4,97200,1700298000000.0
,,,3.0,G,4,97200,1700301600000.0
,,,2.0,G,4,97200,1700305200000.0
,,,3.0,G,4,97200,1700308800000.0
,,,2.0,G,4,97200,1700312400000.0
,,,3.0,G,4,97200,1700316000000.0
,,,2.0,G,4,97200,1700319600000.0
,,,3.0,G,4,97200,1700323200000.0
,,,1.0,G,4,97200,1700326800000.0
,,,2.0,G,4,97200,1700330400000.0
,,,2.0,G,4,97200,1700334000000.0
,,,0.0,G,4,97200,1700337600000.0
,,,1.0,G,4,97200,1700341200000.0
,,,1.0,G,4,97200,1700344800000.0
,,,2.0,G,4,97200,1700348400000.0
,,,1.0,G,4,97200,1700352000000.0
,,,1.0,G,4,97200,1700355600000.0
,,,1.0,G,4,97200,1700359200000.0
,,,1.0,G,4,97200,1700362800000.0
,,,0.0,G,4,97200,1700366400000.0
,,,1.0,G,4,97200,1700370000000.0
,,,0.0,G,4,97200,1700373600000.0
,,,0.0,G,4,97200,1700377200000.0
,,,1.0,G,4,97200,1700380800000.0
,,,0.0,G,4,97200,1700384400000.0
,,,1.0,G,4,97200,1700388000000.0
,,,2.0,G,4,97200,1700391600000.0
,,,1.0,G,4,97200,1700395200000.0
,,,2.0,G,4,97200,1700398800000.0
,,,2.0,G,4,97200,1700402400000.0
,,,3.0,G,4,97200,1700406000000.0
,,,2.0,G,4,97200,1700409600000.0
,,,2.0,G,4,97200,1700413200000.0
,,,2.0,G,4,97200,1700416800000.0
,,,2.0,G,4,97200,1700420400000.0
,,,2.0,G,4,97200,1700424000000.0
,,,2.0,G,4,97200,1700427600000.0
,,,2.0,G,4,97200,1700431200000.0
,,,1.0,G,4,97200,1700434800000.0
,,,1.0,G,4,97200,1700438400000.0
,,,1.0,G,4,97200,1700442000000.0
,,,0.0,G,4,97200,1700445600000.0
,,,0.0,G,4,97200,1700449200000.0
,,,1.0,G,4,97200,1700452800000.0
,,,1.0,G,4,97200,1700456400000.0
,,,1.0,G,4,97200,1700460000000.0
,,,1.0,G,4,97200,1700463600000.0
,,,1.0,G,4,97200,1700467200000.0
,,,0.0,G,4,97200,1700470800000.0
,,,0.0,G,4,97200,1700474400000.0
,,,2.0,G,4,97200,1700478000000.0
,,,2.0,G,4,97200,1700481600000.0
,,,2.0,G,4,97200,1700485200000.0
,,,1.0,G,4,97200,1700488800000.0
,,,2.0,G,4,97200,1700492400000.0
,,,2.0,G,4,97200,1700496000000.0
,,,1.0,G,4,97200,1700499600000.0
,,,2.0,G,4,97200,1700503200000.0
,,,2.0,G,4,97200,1700506800000.0
,,,2.0,G,4,97200,1700510400000.0
,,,1.0,G,4,97200,1700514000000.0
,,,2.0,G,4,97200,1700517600000.0
,,,2.0,G,4,97200,1700521200000.0
,,,2.0,G,4,97200,1700524800000.0
,,,2.0,G,4,97200,1700528400000.0
,,,2.0,G,4,97200,1700532000000.0
,,,2.0,G,4,97200,1700535600000.0
,,,2.0,G,4,97200,1700539200000.0
,,,3.0,G,4,97200,1700542800000.0
,,,3.0,G,4,97200,1700546400000.0
,,,2.0,G,4,97200,1700550000000.0
,,,3.0,G,4,97200,1700553600000.0
,,,3.0,G,4,97200,1700557200000.0
,,,3.0,G,4,97200,1700560800000.0
,,,3.0,G,4,97200,1700564400000.0
,,,3.0,G,4,97200,1700568000000.0
,,,2.0,G,4,97200,1700571600000.0
,,,2.0,G,4,97200,1700575200000.0
,,,1.0,G,4,97200,1700578800000.0
,,,2.0,G,4,97200,1700582400000.0
,,,2.0,G,4,97200,1700586000000.0
,,,2.0,G,4,97200,1700589600000.0
,,,1.0,G,4,97200,1700593200000.0
,,,2.0,G,4,97200,1700596800000.0
,,,1.0,G,4,97200,1700600400000.0
,,,1.0,G,4,97200,1700604000000.0
,,,1.0,G,4,97200,1700607600000.0
,,,0.0,G,4,97200,1700611200000.0
,,,0.0,G,4,97200,1700614800000.0
,,,0.0,G,4,97200,1700618400000.0
,,,0.0,G,4,97200,1700622000000.0
,,,0.0,G,4,97200,1700625600000.0
,,,1.0,G,4,97200,1700629200000.0
,,,1.0,G,4,97200,1700632800000.0
,,,2.0,G,4,97200,1700636400000.0
,,,3.0,G,4,97200,1700640000000.0
,,,4.0,G,4,97200,1700643600000.0
,,,4.0,G,4,97200,1700647200000.0
,,,6.0,G,4,97200,1700654400000.0
,,,7.0,G,4,97200,1700658000000.0
,,,7.0,G,4,97200,1700665200000.0
,,,8.0,G,4,97200,1700668800000.0
,,,7.0,G,4,97200,1700672400000.0
,,,7.0,G,4,97200,1700676000000.0
,,,5.0,G,4,97200,1700679600000.0
,,,5.0,G,4,97200,1700683200000.0
,,,6.0,G,4,97200,1700686800000.0
,,,7.0,G,4,97200,1700690400000.0
,,,7.0,G,4,97200,1700694000000.0
,,,6.0,G,4,97200,1700697600000.0
,,,4.0,G,4,97200,1700701200000.0
,,,3.0,G,4,97200,1700704800000.0
,,,4.0,G,4,97200,1700708400000.0
,,,4.0,G,4,97200,1700712000000.0
,,,3.0,G,4,97200,1700715600000.0
,,,2.0,G,4,97200,1700719200000.0
,,,3.0,G,4,97200,1700722800000.0
,,,3.0,G,4,97200,1700726400000.0
,,,3.0,G,4,97200,1700730000000.0
,,,4.0,G,4,97200,1700733600000.0
,,,5.0,G,4,97200,1700737200000.0
,,,7.0,G,4,97200,1700740800000.0
,,,6.0,G,4,97200,1700744400000.0
,,,5.0,G,4,97200,1700748000000.0
,,,6.0,G,4,97200,1700751600000.0
,,,4.0,G,4,97200,1700755200000.0
,,,5.0,G,4,97200,1700758800000.0
,,,4.0,G,4,97200,1700762400000.0
,,,5.0,G,4,97200,1700766000000.0
,,,6.0,G,4,97200,1700769600000.0
,,,5.0,G,4,97200,1700773200000.0
,,,5.0,G,4,97200,1700776800000.0
,,,6.0,G,4,97200,1700780400000.0
,,,6.0,G,4,97200,1700784000000.0
,,,5.0,G,4,97200,1700787600000.0
,,,4.0,G,4,97200,1700791200000.0
,,,5.0,G,4,97200,1700794800000.0
,,,5.0,G,4,97200,1700798400000.0
,,,7.0,G,4,97200,1700802000000.0
,,,6.0,G,4,97200,1700805600000.0
,,,5.0,G,4,97200,1700809200000.0
,,,4.0,G,4,97200,1700812800000.0
,,,3.0,G,4,97200,1700816400000.0
,,,5.0,G,4,97200,1700820000000.0
,,,4.0,G,4,97200,1700823600000.0
,,,5.0,G,4,97200,1700827200000.0
,,,5.0,G,4,97200,1700830800000.0
,,,4.0,G,4,97200,1700834400000.0
,,,5.0,G,4,97200,1700838000000.0
,,,4.0,G,4,97200,1700841600000.0
,,,4.0,G,4,97200,1700845200000.0
,,,3.0,G,4,97200,1700848800000.0
,,,5.0,G,4,97200,1700852400000.0
,,,5.0,G,4,97200,1700856000000.0
,,,5.0,G,4,97200,1700859600000.0
,,,5.0,G,4,97200,1700863200000.0
,,,5.0,G,4,97200,1700866800000.0
,,,5.0,G,4,97200,1700870400000.0
,,,5.0,G,4,97200,1700874000000.0
,,,7.0,G,4,97200,1700877600000.0
,,,6.0,G,4,97200,1700881200000.0
,,,6.0,G,4,97200,1700884800000.0
,,,5.0,G,4,97200,1700906400000.0
,,,5.0,G,4,97200,1700910000000.0
,,,6.0,G,4,97200,1700917200000.0
,,,6.0,G,4,97200,1700920800000.0
,,,6.0,G,4,97200,1700924400000.0
,,,5.0,G,4,97200,1700928000000.0
,,,6.0,G,4,97200,1700931600000.0
,,,4.0,G,4,97200,1700935200000.0
,,,5.0,G,4,97200,1700938800000.0
,,,4.0,G,4,97200,1700942400000.0
,,,4.0,G,4,97200,1700946000000.0
,,,4.0,G,4,97200,1700949600000.0
,,,4.0,G,4,97200,1700953200000.0
,,,3.0,G,4,97200,1700956800000.0
,,,3.0,G,4,97200,1700960400000.0
,,,3.0,G,4,97200,1700964000000.0
,,,2.0,G,4,97200,1700967600000.0
,,,3.0,G,4,97200,1700971200000.0
,,,2.0,G,4,97200,1700974800000.0
,,,2.0,G,4,97200,1700982000000.0
,,,3.0,G,4,97200,1700985600000.0
,,,3.0,G,4,97200,1700989200000.0
,,,3.0,G,4,97200,1700992800000.0
,,,3.0,G,4,97200,1700996400000.0
,,,3.0,G,4,97200,1701003600000.0
,,,2.0,G,4,97200,1701007200000.0
,,,2.0,G,4,97200,1701010800000.0
,,,3.0,G,4,97200,1701014400000.0
,,,3.0,G,4,97200,1701018000000.0
,,,2.0,G,4,97200,1701021600000.0
,,,2.0,G,4,97200,1701025200000.0
,,,2.0,G,4,97200,1701028800000.0
,,,3.0,G,4,97200,1701032400000.0
,,,2.0,G,4,97200,1701036000000.0
,,,2.0,G,4,97200,1701039600000.0
,,,2.0,G,4,97200,1701043200000.0
,,,2.0,G,4,97200,1701046800000.0
,,,1.0,G,4,97200,1701050400000.0
,,,2.0,G,4,97200,1701054000000.0
,,,3.0,G,4,97200,1701057600000.0
,,,3.0,G,4,97200,1701061200000.0
,,,3.0,G,4,97200,1701064800000.0
,,,4.0,G,4,97200,1701068400000.0
,,,4.0,G,4,97200,1701072000000.0
,,,3.0,G,4,97200,1701075600000.0
,,,3.0,G,4,97200,1701079200000.0
,,,3.0,G,4,97200,1701082800000.0
,,,3.0,G,4,97200,1701086400000.0
,,,2.0,G,4,97200,1701090000000.0
,,,2.0,G,4,97200,1701093600000.0
,,,3.0,G,4,97200,1701097200000.0
,,,3.0,G,4,97200,1701108000000.0
,,,3.0,G,4,97200,1701111600000.0
,,,3.0,G,4,97200,1701115200000.0
,,,3.0,G,4,97200,1701118800000.0
,,,4.0,G,4,97200,1701122400000.0
,,,4.0,G,4,97200,1701126000000.0
,,,4.0,G,4,97200,1701129600000.0
,,,4.0,G,4,97200,1701133200000.0
,,,4.0,G,4,97200,1701136800000.0
,,,4.0,G,4,97200,1701140400000.0
,,,4.0,G,4,97200,1701144000000.0
,,,4.0,G,4,97200,1701147600000.0
,,,4.0,G,4,97200,1701151200000.0
,,,4.0,G,4,97200,1701154800000.0
,,,4.0,G,4,97200,1701158400000.0
,,,6.0,G,4,97200,1701162000000.0
,,,6.0,G,4,97200,1701165600000.0
,,,5.0,G,4,97200,1701169200000.0
,,,5.0,G,4,97200,1701172800000.0
,,,4.0,G,4,97200,1701176400000.0
,,,3.0,G,4,97200,1701180000000.0
,,,3.0,G,4,97200,1701183600000.0
,,,2.0,G,4,97200,1701187200000.0
,,,2.0,G,4,97200,1701190800000.0
,,,2.0,G,4,97200,1701194400000.0
,,,2.0,G,4,97200,1701198000000.0
,,,2.0,G,4,97200,1701201600000.0
,,,2.0,G,4,97200,1701205200000.0
,,,4.0,G,4,97200,1701208800000.0
,,,3.0,G,4,97200,1701212400000.0
,,,3.0,G,4,97200,1701216000000.0
,,,3.0,G,4,97200,1701219600000.0
,,,3.0,G,4,97200,1701223200000.0
,,,5.0,G,4,97200,1701226800000.0
,,,1.0,G,4,97200,1701230400000.0
,,,1.0,G,4,97200,1701234000000.0
,,,0.0,G,4,97200,1701237600000.0
,,,0.0,G,4,97200,1701241200000.0
,,,1.0,G,4,97200,1701244800000.0
,,,1.0,G,4,97200,1701248400000.0
,,,1.0,G,4,97200,1701252000000.0
,,,1.0,G,4,97200,1701255600000.0
,,,1.0,G,4,97200,1701259200000.0
,,,2.0,G,4,97200,1701262800000.0
,,,2.0,G,4,97200,1701266400000.0
,,,2.0,G,4,97200,1701270000000.0
,,,1.0,G,4,97200,1701273600000.0
,,,1.0,G,4,97200,1701277200000.0
,,,1.0,G,4,97200,1701280800000.0
,,,1.0,G,4,97200,1701284400000.0
,,,2.0,G,4,97200,1701288000000.0
,,,1.0,G,4,97200,1701291600000.0
,,,0.0,G,4,97200,1701295200000.0
,,,1.0,G,4,97200,1701298800000.0
,,,1.0,G,4,97200,1701302400000.0
,,,2.0,G,4,97200,1701306000000.0
,,,2.0,G,4,97200,1701309600000.0
,,,2.0,G,4,97200,1701313200000.0
,,,2.0,G,4,97200,1701316800000.0
,,,2.0,G,4,97200,1701320400000.0
,,,3.0,G,4,97200,1701324000000.0
,,,3.0,G,4,97200,1701327600000.0
,,,3.0,G,4,97200,1701331200000.0
,,,2.0,G,4,97200,1701334800000.0
,,,3.0,G,4,97200,1701338400000.0
,,,4.0,G,4,97200,1701342000000.0
,,,5.0,G,4,97200,1701345600000.0
,,,4.0,G,4,97200,1701349200000.0
,,,5.0,G,4,97200,1701352800000.0
,,,4.0,G,4,97200,1701356400000.0
,,,4.0,G,4,97200,1701360000000.0
,,,4.0,G,4,97200,1701363600000.0
,,,5.0,G,4,97200,1701367200000.0
,,,5.0,G,4,97200,1701370800000.0
,,,4.0,G,4,97200,1701374400000.0
,,,4.0,G,4,97200,1701378000000.0
,,,4.0,G,4,97200,1701381600000.0
,,,5.0,G,4,97200,1701385200000.0
,,,5.0,G,4,97200,1701388800000.0
,,,4.0,G,4,97200,1701392400000.0
,,,5.0,G,4,97200,1701396000000.0
,,,4.0,G,4,97200,1701399600000.0
,,,3.0,G,4,97200,1701403200000.0
,,,4.0,G,4,97200,1701406800000.0
,,,3.0,G,4,97200,1701410400000.0
,,,4.0,G,4,97200,1701414000000.0
,,,3.0,G,4,97200,1701417600000.0
,,,3.0,G,4,97200,1701421200000.0
,,,3.0,G,4,97200,1701424800000.0
,,,3.0,G,4,97200,1701428400000.0
,,,3.0,G,4,97200,1701432000000.0
,,,2.0,G,4,97200,1701435600000.0
,,,3.0,G,4,97200,1701439200000.0
,,,3.0,G,4,97200,1701442800000.0
,,,4.0,G,4,97200,1701446400000.0
,,,3.0,G,4,97200,1701450000000.0
,,,3.0,G,4,97200,1701453600000.0
,,,3.0,G,4,97200,1701457200000.0
,,,3.0,G,4,97200,1701460800000.0
,,,4.0,G,4,97200,1701464400000.0
,,,4.0,G,4,97200,1701468000000.0
,,,5.0,G,4,97200,1701471600000.0
,,,4.0,G,4,97200,1701475200000.0
,,,3.0,G,4,97200,1701478800000.0
,,,4.0,G,4,97200,1701482400000.0
,,,3.0,G,4,97200,1701486000000.0
,,,3.0,G,4,97200,1701489600000.0
,,,4.0,G,4,97200,1701493200000.0
,,,4.0,G,4,97200,1701496800000.0
,,,3.0,G,4,97200,1701500400000.0
,,,3.0,G,4,97200,1701504000000.0
,,,3.0,G,4,97200,1701507600000.0
,,,4.0,G,4,97200,1701511200000.0
,,,4.0,G,4,97200,1701514800000.0
,,,2.0,G,4,97200,1701518400000.0
,,,2.0,G,4,97200,1701522000000.0
,,,3.0,G,4,97200,1701525600000.0
,,,2.0,G,4,97200,1701529200000.0
,,,3.0,G,4,97200,1701532800000.0
,,,3.0,G,4,97200,1701536400000.0
,,,3.0,G,4,97200,1701540000000.0
,,,2.0,G,4,97200,1701543600000.0
,,,2.0,G,4,97200,1701547200000.0
,,,2.0,G,4,97200,1701550800000.0
,,,2.0,G,4,97200,1701554400000.0
,,,2.0,G,4,97200,1701558000000.0
,,,3.0,G,4,97200,1701561600000.0
,,,3.0,G,4,97200,1701565200000.0
,,,3.0,G,4,97200,1701568800000.0
,,,3.0,G,4,97200,1701572400000.0
,,,3.0,G,4,97200,1701576000000.0
,,,3.0,G,4,97200,1701579600000.0
,,,3.0,G,4,97200,1701583200000.0
,,,4.0,G,4,97200,1701586800000.0
,,,3.0,G,4,97200,1701590400000.0
,,,3.0,G,4,97200,1701594000000.0
,,,3.0,G,4,97200,1701597600000.0
,,,4.0,G,4,97200,1701601200000.0
,,,3.0,G,4,97200,1701604800000.0
