from,to,ref,value,quality,parameter_id,station_id,date
,,,1.0,G,4,97200,1708912800000.0
,,,1.0,G,4,97200,1708916400000.0
,,,1.0,G,4,97200,1708920000000.0
,,,1.0,G,4,97200,1708923600000.0
,,,2.0,G,4,97200,1708927200000.0
,,,1.0,G,4,97200,1708930800000.0
,,,1.0,G,4,97200,1708934400000.0
,,,1.0,G,4,97200,1708938000000.0
,,,2.0,G,4,97200,1708941600000.0
,,,1.0,G,4,97200,1708945200000.0
,,,2.0,G,4,97200,1708948800000.0
,,,2.0,G,4,97200,1708952400000.0
,,,2.0,G,4,97200,1708956000000.0
,,,2.0,G,4,97200,1708959600000.0
,,,2.0,G,4,97200,1708963200000.0
,,,1.0,G,4,97200,1708966800000.0
,,,1.0,G,4,97200,1708970400000.0
,,,1.0,G,4,97200,1708974000000.0
,,,1.0,G,4,97200,1708977600000.0
,,,0.0,G,4,97200,1708981200000.0
,,,1.0,G,4,97200,1708984800000.0
,,,0.0,G,4,97200,1708988400000.0
,,,0.0,G,4,97200,1708992000000.0
,,,0.0,G,4,97200,1708995600000.0
,,,0.0,G,4,97200,1708999200000.0
,,,0.0,G,4,97200,1709002800000.0
,,,0.0,G,4,97200,1709006400000.0
,,,1.0,G,4,97200,1709010000000.0
,,,0.0,G,4,97200,1709013600000.0
,,,1.0,G,4,97200,1709017200000.0
,,,0.0,G,4,97200,1709020800000.0
,,,0.0,G,4,97200,1709024400000.0
,,,1.0,G,4,97200,1709028000000.0
,,,1.0,G,4,97200,1709031600000.0
,,,2.0,G,4,97200,1709035200000.0
,,,3.0,G,4,97200,1709038800000.0
,,,2.0,G,4,97200,1709042400000.0
,,,2.0,G,4,97200,1709046000000.0
,,,0.0,G,4,97200,1709049600000.0
,,,1.0,G,4,97200,1709053200000.0
,,,1.0,G,4,97200,1709056800000.0
,,,1.0,G,4,97200,1709060400000.0
,,,2.0,G,4,97200,1709064000000.0
,,,2.0,G,4,97200,1709067600000.0
,,,2.0,G,4,97200,1709071200000.0
,,,2.0,G,4,97200,1709074800000.0
,,,2.0,G,4,97200,1709078400000.0
,,,1.0,G,4,97200,1709082000000.0
,,,2.0,G,4,97200,1709085600000.0
,,,2.0,G,4,97200,1709089200000.0
,,,2.0,G,4,97200,1709092800000.0
,,,3.0,G,4,97200,1709096400000.0
,,,2.0,G,4,97200,1709100000000.0
,,,2.0,G,4,97200,1709103600000.0
,,,3.0,G,4,97200,1709107200000.0
,,,2.0,G,4,97200,1709110800000.0
,,,4.0,G,4,97200,1709114400000.0
,,,4.0,G,4,97200,1709118000000.0
,,,3.0,G,4,97200,1709121600000.0
,,,3.0,G,4,97200,1709125200000.0
,,,3.0,G,4,97200,1709128800000.0
,,,4.0,G,4,97200,1709132400000.0
,,,4.0,G,4,97200,1709136000000.0
,,,3.0,G,4,97200,1709139600000.0
,,,2.0,G,4,97200,1709143200000.0
,,,3.0,G,4,97200,1709146800000.0
,,,2.0,G,4,97200,1709150400000.0
,,,2.0,G,4,97200,1709154000000.0
,,,3.0,G,4,97200,1709157600000.0
,,,3.0,G,4,97200,1709161200000.0
,,,3.0,G,4,97200,1709164800000.0
,,,3.0,G,4,97200,1709168400000.0
,,,2.0,G,4,97200,1709172000000.0
,,,3.0,G,4,97200,1709175600000.0
,,,3.0,G,4,97200,1709179200000.0
,,,3.0,G,4,97200,1709182800000.0
,,,4.0,G,4,97200,1709186400000.0
,,,4.0,G,4,97200,1709190000000.0
,,,4.0,G,4,97200,1709193600000.0
,,,4.0,G,4,97200,1709197200000.0
,,,5.0,G,4,97200,1709200800000.0
,,,6.0,G,4,97200,1709204400000.0
,,,6.0,G,4,97200,1709208000000.0
,,,6.0,G,4,97200,1709211600000.0
,,,7.0,G,4,97200,1709215200000.0
,,,6.0,G,4,97200,1709218800000.0
,,,6.0,G,4,97200,1709222400000.0
,,,5.0,G,4,97200,1709226000000.0
,,,6.0,G,4,97200,1709229600000.0
,,,5.0,G,4,97200,1709233200000.0
,,,6.0,G,4,97200,1709236800000.0
,,,7.0,G,4,97200,1709240400000.0
,,,6.0,G,4,97200,1709244000000.0
,,,6.0,G,4,97200,1709247600000.0
,,,4.0,G,4,97200,1709251200000.0
,,,4.0,G,4,97200,1709254800000.0
,,,3.0,G,4,97200,1709258400000.0
,,,3.0,G,4,97200,1709262000000.0
,,,4.0,G,4,97200,1709265600000.0
,,,4.0,G,4,97200,1709269200000.0
,,,4.0,G,4,97200,1709272800000.0
,,,5.0,G,4,97200,1709276400000.0
,,,5.0,G,4,97200,1709280000000.0
,,,5.0,G,4,97200,1709283600000.0
,,,6.0,G,4,97200,1709287200000.0
,,,6.0,G,4,97200,1709290800000.0
,,,5.0,G,4,97200,1709294400000.0
,,,7.0,G,4,97200,1709298000000.0
,,,7.0,G,4,97200,1709301600000.0
,,,7.0,G,4,97200,1709305200000.0
,,,5.0,G,4,97200,1709308800000.0
,,,7.0,G,4,97200,1709312400000.0
,,,7.0,G,4,97200,1709316000000.0
,,,5.0,G,4,97200,1709319600000.0
,,,6.0,G,4,97200,1709323200000.0
,,,5.0,G,4,97200,1709326800000.0
,,,4.0,G,4,97200,1709330400000.0
,,,5.0,G,4,97200,1709334000000.0
,,,2.0,G,4,97200,1709337600000.0
,,,2.0,G,4,97200,1709341200000.0
,,,2.0,G,4,97200,1709344800000.0
,,,2.0,G,4,97200,1709348400000.0
,,,3.0,G,4,97200,1709352000000.0
,,,3.0,G,4,97200,1709355600000.0
,,,2.0,G,4,97200,1709359200000.0
,,,4.0,G,4,97200,1709362800000.0
,,,4.0,G,4,97200,1709366400000.0
,,,6.0,G,4,97200,1709370000000.0
,,,5.0,G,4,97200,1709373600000.0
,,,5.0,G,4,97200,1709377200000.0
,,,5.0,G,4,97200,1709380800000.0
,,,5.0,G,4,97200,1709384400000.0
,,,5.0,G,4,97200,1709388000000.0
,,,4.0,G,4,97200,1709391600000.0
,,,5.0,G,4,97200,1709395200000.0
,,,5.0,G,4,97200,1709398800000.0
,,,4.0,G,4,97200,1709402400000.0
,,,3.0,G,4,97200,1709406000000.0
,,,3.0,G,4,97200,1709409600000.0
,,,3.0,G,4,97200,1709413200000.0
,,,2.0,G,4,97200,1709416800000.0
,,,2.0,G,4,97200,1709420400000.0
,,,2.0,G,4,97200,1709424000000.0
,,,3.0,G,4,97200,1709427600000.0
,,,2.0,G,4,97200,1709431200000.0
,,,2.0,G,4,97200,1709434800000.0
,,,3.0,G,4,97200,1709438400000.0
,,,2.0,G,4,97200,1709442000000.0
,,,2.0,G,4,97200,1709445600000.0
,,,3.0,G,4,97200,1709449200000.0
,,,3.0,G,4,97200,1709452800000.0
,,,3.0,G,4,97200,1709456400000.0
,,,4.0,G,4,97200,1709460000000.0
,,,3.0,G,4,97200,1709463600000.0
,,,4.0,G,4,97200,1709467200000.0
,,,5.0,G,4,97200,1709470800000.0
,,,5.0,G,4,97200,1709474400000.0
,,,3.0,G,4,97200,1709478000000.0
,,,4.0,G,4,97200,1709481600000.0
,,,3.0,G,4,97200,1709485200000.0
,,,3.0,G,4,97200,1709488800000.0
,,,3.0,G,4,97200,1709492400000.0
,,,2.0,G,4,97200,1709496000000.0
,,,2.0,G,4,97200,1709499600000.0
,,,2.0,G,4,97200,1709503200000.0
,,,1.0,G,4,97200,1709506800000.0
,,,1.0,G,4,97200,1709510400000.0
,,,0.0,G,4,97200,1709514000000.0
,,,1.0,G,4,97200,1709517600000.0
,,,2.0,G,4,97200,1709521200000.0
,,,2.0,G,4,97200,1709524800000.0
,,,2.0,G,4,97200,1709528400000.0
,,,1.0,G,4,97200,1709532000000.0
,,,2.0,G,4,97200,1709535600000.0
,,,2.0,G,4,97200,1709539200000.0
,,,2.0,G,4,97200,1709542800000.0
,,,2.0,G,4,97200,1709546400000.0
,,,3.0,G,4,97200,1709550000000.0
,,,3.0,G,4,97200,1709553600000.0
,,,2.0,G,4,97200,1709557200000.0
,,,4.0,G,4,97200,1709560800000.0
,,,4.0,G,4,97200,1709564400000.0
,,,3.0,G,4,97200,1709568000000.0
,,,3.0,G,4,97200,1709571600000.0
,,,3.0,G,4,97200,1709575200000.0
,,,3.0,G,4,97200,1709578800000.0
,,,4.0,G,4,97200,1709582400000.0
,,,4.0,G,4,97200,1709586000000.0
,,,3.0,G,4,97200,1709589600000.0
,,,3.0,G,4,97200,1709593200000.0
,,,3.0,G,4,97200,1709596800000.0
,,,2.0,G,4,97200,1709600400000.0
,,,3.0,G,4,97200,1709604000000.0
,,,3.0,G,4,97200,1709607600000.0
,,,4.0,G,4,97200,1709611200000.0
,,,4.0,G,4,97200,1709614800000.0
,,,5.0,G,4,97200,1709618400000.0
,,,5.0,G,4,97200,1709622000000.0
,,,4.0,G,4,97200,1709625600000.0
,,,3.0,G,4,97200,1709629200000.0
,,,5.0,G,4,97200,1709632800000.0
,,,4.0,G,4,97200,1709636400000.0
,,,5.0,G,4,97200,1709640000000.0
,,,5.0,G,4,97200,1709643600000.0
,,,4.0,G,4,97200,1709647200000.0
,,,4.0,G,4,97200,1709650800000.0
,,,5.0,G,4,97200,1709654400000.0
,,,3.0,G,4,97200,1709658000000.0
,,,2.0,G,4,97200,1709661600000.0
,,,2.0,G,4,97200,1709665200000.0
,,,2.0,G,4,97200,1709668800000.0
,,,2.0,G,4,97200,1709672400000.0
,,,3.0,G,4,97200,1709676000000.0
,,,3.0,G,4,97200,1709679600000.0
,,,2.0,G,4,97200,1709683200000.0
,,,2.0,G,4,97200,1709686800000.0
,,,2.0,G,4,97200,1709690400000.0
,,,2.0,G,4,97200,1709694000000.0
,,,2.0,G,4,97200,1709697600000.0
,,,2.0,G,4,97200,1709701200000.0
,,,2.0,G,4,97200,1709704800000.0
,,,2.0,G,4,97200,1709708400000.0
,,,3.0,G,4,97200,1709712000000.0
,,,3.0,G,4,97200,1709715600000.0
,,,3.0,G,4,97200,1709719200000.0
,,,3.0,G,4,97200,1709726400000.0
,,,2.0,G,4,97200,1709730000000.0
,,,1.0,G,4,97200,1709733600000.0
,,,0.0,G,4,97200,1709740800000.0
,,,2.0,G,4,97200,1709744400000.0
,,,0.0,G,4,97200,1709748000000.0
,,,0.0,G,4,97200,1709751600000.0
,,,0.0,G,4,97200,1709755200000.0
,,,0.0,G,4,97200,1709758800000.0
,,,0.0,G,4,97200,1709762400000.0
,,,0.0,G,4,97200,1709769600000.0
,,,0.0,G,4,97200,1709773200000.0
,,,0.0,G,4,97200,1709776800000.0
,,,0.0,G,4,97200,1709784000000.0
,,,0.0,G,4,97200,1709787600000.0
,,,1.0,G,4,97200,1709791200000.0
,,,2.0,G,4,97200,1709794800000.0
,,,2.0,G,4,97200,1709798400000.0
,,,3.0,G,4,97200,1709802000000.0
,,,4.0,G,4,97200,1709812800000.0
,,,4.0,G,4,97200,1709816400000.0
,,,3.0,G,4,97200,1709820000000.0
,,,3.0,G,4,97200,1709823600000.0
,,,1.0,G,4,97200,1709830800000.0
,,,1.0,G,4,97200,1709834400000.0
,,,1.0,G,4,97200,1709841600000.0
,,,0.0,G,4,97200,1709848800000.0
,,,0.0,G,4,97200,1709852400000.0
,,,1.0,G,4,97200,1709856000000.0
,,,1.0,G,4,97200,1709859600000.0
,,,1.0,G,4,97200,1709863200000.0
,,,1.0,G,4,97200,1709866800000.0
,,,2.0,G,4,97200,1709870400000.0
,,,2.0,G,4,97200,1709874000000.0
,,,2.0,G,4,97200,1709881200000.0
,,,3.0,G,4,97200,1709884800000.0
,,,1.0,G,4,97200,1709888400000.0
,,,2.0,G,4,97200,1709895600000.0
,,,3.0,G,4,97200,1709899200000.0
,,,3.0,G,4,97200,1709906400000.0
,,,4.0,G,4,97200,1709910000000.0
,,,4.0,G,4,97200,1709913600000.0
,,,4.0,G,4,97200,1709917200000.0
,,,2.0,G,4,97200,1709924400000.0
,,,3.0,G,4,97200,1709928000000.0
,,,2.0,G,4,97200,1709931600000.0
,,,2.0,G,4,97200,1709935200000.0
,,,3.0,G,4,97200,1709938800000.0
,,,1.0,G,4,97200,1709942400000.0
,,,3.0,G,4,97200,1709946000000.0
,,,2.0,G,4,97200,1709949600000.0
,,,2.0,G,4,97200,1709953200000.0
,,,2.0,G,4,97200,1709956800000.0
,,,2.0,G,4,97200,1709964000000.0
,,,3.0,G,4,97200,1709967600000.0
,,,3.0,G,4,97200,1709971200000.0
,,,3.0,G,4,97200,1709974800000.0
,,,3.0,G,4,97200,1709978400000.0
,,,3.0,G,4,97200,1709982000000.0
,,,2.0,G,4,97200,1709989200000.0
,,,3.0,G,4,97200,1709992800000.0
,,,3.0,G,4,97200,1709996400000.0
,,,3.0,G,4,97200,1710000000000.0
,,,3.0,G,4,97200,1710003600000.0
,,,3.0,G,4,97200,1710007200000.0
,,,3.0,G,4,97200,1710010800000.0
,,,3.0,G,4,97200,1710014400000.0
,,,2.0,G,4,97200,1710018000000.0
,,,2.0,G,4,97200,1710021600000.0
,,,4.0,G,4,97200,1710025200000.0
,,,4.0,G,4,97200,1710028800000.0
,,,3.0,G,4,97200,1710032400000.0
,,,3.0,G,4,97200,1710036000000.0
,,,4.0,G,4,97200,1710039600000.0
,,,3.0,G,4,97200,1710043200000.0
,,,4.0,G,4,97200,1710046800000.0
,,,6.0,G,4,97200,1710054000000.0
,,,4.0,G,4,97200,1710057600000.0
,,,5.0,G,4,97200,1710061200000.0
,,,6.0,G,4,97200,1710064800000.0
,,,6.0,G,4,97200,1710072000000.0
,,,5.0,G,4,97200,1710075600000.0
,,,5.0,G,4,97200,1710079200000.0
,,,6.0,G,4,97200,1710082800000.0
,,,3.0,G,4,97200,1710086400000.0
,,,4.0,G,4,97200,1710090000000.0
,,,4.0,G,4,97200,1710093600000.0
,,,4.0,G,4,97200,1710100800000.0
,,,3.0,G,4,97200,1710104400000.0
,,,3.0,G,4,97200,1710108000000.0
,,,2.0,G,4,97200,1710111600000.0
,,,1.0,G,4,97200,1710115200000.0
,,,1.0,G,4,97200,1710118800000.0
,,,1.0,G,4,97200,1710122400000.0
,,,1.0,G,4,97200,1710126000000.0
,,,1.0,G,4,97200,1710129600000.0
,,,0.0,G,4,97200,1710133200000.0
,,,2.0,G,4,97200,1710136800000.0
,,,4.0,G,4,97200,1710147600000.0
,,,4.0,G,4,97200,1710154800000.0
,,,6.0,G,4,97200,1710158400000.0
,,,6.0,G,4,97200,1710162000000.0
,,,5.0,G,4,97200,1710165600000.0
,,,4.0,G,4,97200,1710169200000.0
,,,4.0,G,4,97200,1710172800000.0
,,,3.0,G,4,97200,1710176400000.0
,,,3.0,G,4,97200,1710180000000.0
,,,1.0,G,4,97200,1710183600000.0
,,,1.0,G,4,97200,1710187200000.0
,,,1.0,G,4,97200,1710190800000.0
,,,1.0,G,4,97200,1710194400000.0
,,,0.0,G,4,97200,1710198000000.0
,,,1.0,G,4,97200,1710201600000.0
,,,1.0,G,4,97200,1710205200000.0
,,,1.0,G,4,97200,1710208800000.0
,,,1.0,G,4,97200,1710212400000.0
,,,0.0,G,4,97200,1710216000000.0
,,,0.0,G,4,97200,1710219600000.0
,,,0.0,G,4,97200,1710223200000.0
,,,0.0,G,4,97200,1710226800000.0
,,,2.0,G,4,97200,1710230400000.0
,,,2.0,G,4,97200,1710234000000.0
,,,3.0,G,4,97200,1710237600000.0
,,,2.0,G,4,97200,1710241200000.0
,,,2.0,G,4,97200,1710244800000.0
,,,1.0,G,4,97200,1710248400000.0
,,,3.0,G,4,97200,1710252000000.0
,,,4.0,G,4,97200,1710255600000.0
,,,4.0,G,4,97200,1710259200000.0
,,,3.0,G,4,97200,1710262800000.0
,,,2.0,G,4,97200,1710266400000.0
,,,1.0,G,4,97200,1710270000000.0
,,,0.0,G,4,97200,1710273600000.0
,,,0.0,G,4,97200,1710277200000.0
,,,2.0,G,4,97200,1710280800000.0
,,,1.0,G,4,97200,1710284400000.0
,,,1.0,G,4,97200,1710288000000.0
,,,1.0,G,4,97200,1710291600000.0
,,,0.0,G,4,97200,1710295200000.0
,,,0.0,G,4,97200,1710298800000.0
,,,0.0,G,4,97200,1710302400000.0
,,,2.0,G,4,97200,1710306000000.0
,,,1.0,G,4,97200,1710309600000.0
,,,2.0,G,4,97200,1710313200000.0
,,,2.0,G,4,97200,1710316800000.0
,,,3.0,G,4,97200,1710320400000.0
,,,3.0,G,4,97200,1710324000000.0
,,,3.0,G,4,97200,1710327600000.0
,,,3.0,G,4,97200,1710331200000.0
,,,3.0,G,4,97200,1710334800000.0
,,,3.0,G,4,97200,1710338400000.0
,,,3.0,G,4,97200,1710342000000.0
,,,2.0,G,4,97200,1710345600000.0
,,,2.0,G,4,97200,1710349200000.0
,,,3.0,G,4,97200,1710352800000.0
,,,2.0,G,4,97200,1710356400000.0
,,,3.0,G,4,97200,1710360000000.0
,,,4.0,G,4,97200,1710363600000.0
,,,4.0,G,4,97200,1710367200000.0
,,,4.0,G,4,97200,1710370800000.0
,,,4.0,G,4,97200,1710374400000.0
,,,5.0,G,4,97200,1710378000000.0
,,,4.0,G,4,97200,1710381600000.0
,,,6.0,G,4,97200,1710385200000.0
,,,6.0,G,4,97200,1710388800000.0
,,,4.0,G,4,97200,1710392400000.0
,,,5.0,G,4,97200,1710396000000.0
,,,5.0,G,4,97200,1710399600000.0
,,,180,G,3,97200,1699146000000.0
,,,180,G,3,97200,1699149600000.0
,,,160,G,3,97200,1699153200000.0
,,,140,G,3,97200,1699156800000.0
,,,140,G,3,97200,1699160400000.0
,,,130,G,3,97200,1699164000000.0
,,,120,G,3,97200,1699167600000.0
,,,120,G,3,97200,1699171200000.0
,,,120,G,3,97200,1699174800000.0
,,,120,G,3,97200,1699178400000.0
,,,110,G,3,97200,1699182000000.0
,,,110,G,3,97200,1699185600000.0
,,,100,G,3,97200,1699189200000.0
,,,100,G,3,97200,1699192800000.0
,,,100,G,3,97200,1699196400000.0
,,,100,G,3,97200,1699200000000.0
,,,100,G,3,97200,1699203600000.0
,,,100,G,3,97200,1699207200000.0
,,,100,G,3,97200,1699210800000.0
,,,80,G,3,97200,1699214400000.0
,,,80,G,3,97200,1699218000000.0
,,,70,G,3,97200,1699221600000.0
,,,70,G,3,97200,1699225200000.0
,,,70,G,3,97200,1699228800000.0
,,,60,G,3,97200,1699232400000.0
,,,50,G,3,97200,1699236000000.0
,,,60,G,3,97200,1699239600000.0
,,,40,G,3,97200,1699243200000.0
,,,30,G,3,97200,1699246800000.0
,,,40,G,3,97200,1699250400000.0
,,,50,G,3,97200,1699254000000.0
,,,40,G,3,97200,1699257600000.0
,,,20,G,3,97200,1699261200000.0
,,,360,G,3,97200,1699264800000.0
,,,10,G,3,97200,1699268400000.0
,,,320,G,3,97200,1699272000000.0
,,,330,G,3,97200,1699275600000.0
,,,310,G,3,97200,1699279200000.0
,,,340,G,3,97200,1699282800000.0
,,,350,G,3,97200,1699286400000.0
,,,350,G,3,97200,1699290000000.0
,,,320,G,3,97200,1699293600000.0
,,,320,G,3,97200,1699297200000.0
,,,320,G,3,97200,1699300800000.0
,,,270,G,3,97200,1699304400000.0
,,,0,G,3,97200,1699308000000.0
,,,0,G,3,97200,1699311600000.0
,,,30,G,3,97200,1699315200000.0
,,,80,G,3,97200,1699318800000.0
,,,60,G,3,97200,1699322400000.0
,,,80,G,3,97200,1699326000000.0
,,,80,G,3,97200,1699329600000.0
,,,110,G,3,97200,1699333200000.0
,,,110,G,3,97200,1699336800000.0
,,,100,G,3,97200,1699340400000.0
,,,180,G,3,97200,1699344000000.0
,,,220,G,3,97200,1699347600000.0
,,,220,G,3,97200,1699351200000.0
,,,240,G,3,97200,1699354800000.0
,,,250,G,3,97200,1699358400000.0
,,,270,G,3,97200,1699362000000.0
,,,260,G,3,97200,1699365600000.0
,,,230,G,3,97200,1699369200000.0
,,,220,G,3,97200,1699372800000.0
,,,220,G,3,97200,1699376400000.0
,,,230,G,3,97200,1699380000000.0
,,,220,G,3,97200,1699383600000.0
,,,290,G,3,97200,1699387200000.0
,,,230,G,3,97200,1699390800000.0
,,,0,G,3,97200,1699394400000.0
,,,0,G,3,97200,1699398000000.0
,,,0,G,3,97200,1699401600000.0
,,,0,G,3,97200,1699405200000.0
,,,0,G,3,97200,1699408800000.0
,,,90,G,3,97200,1699426800000.0
,,,100,G,3,97200,1699430400000.0
,,,80,G,3,97200,1699434000000.0
,,,90,G,3,97200,1699437600000.0
,,,100,G,3,97200,1699441200000.0
,,,90,G,3,97200,1699444800000.0
,,,120,G,3,97200,1699448400000.0
,,,170,G,3,97200,1699452000000.0
,,,260,G,3,97200,1699455600000.0
,,,280,G,3,97200,1699459200000.0
,,,290,G,3,97200,1699462800000.0
,,,270,G,3,97200,1699466400000.0
,,,270,G,3,97200,1699470000000.0
,,,270,G,3,97200,1699473600000.0
,,,290,G,3,97200,1699477200000.0
,,,280,G,3,97200,1699480800000.0
,,,310,G,3,97200,1699484400000.0
,,,290,G,3,97200,1699488000000.0
,,,0,G,3,97200,1699491600000.0
,,,0,G,3,97200,1699495200000.0
,,,0,G,3,97200,1699498800000.0
,,,0,G,3,97200,1699502400000.0
,,,0,G,3,97200,1699506000000.0
,,,160,G,3,97200,1699509600000.0
,,,120,G,3,97200,1699513200000.0
,,,130,G,3,97200,1699516800000.0
,,,110,G,3,97200,1699520400000.0
,,,110,G,3,97200,1699524000000.0
,,,110,G,3,97200,1699527600000.0
,,,100,G,3,97200,1699531200000.0
,,,110,G,3,97200,1699534800000.0
,,,120,G,3,97200,1699538400000.0
,,,130,G,3,97200,1699542000000.0
,,,130,G,3,97200,1699545600000.0
,,,130,G,3,97200,1699549200000.0
,,,140,G,3,97200,1699552800000.0
,,,130,G,3,97200,1699556400000.0
,,,140,G,3,97200,1699560000000.0
,,,150,G,3,97200,1699563600000.0
,,,160,G,3,97200,1699567200000.0
,,,130,G,3,97200,1699570800000.0
,,,150,G,3,97200,1699574400000.0
,,,150,G,3,97200,1699578000000.0
,,,150,G,3,97200,1699581600000.0
,,,150,G,3,97200,1699585200000.0
,,,170,G,3,97200,1699588800000.0
,,,130,G,3,97200,1699592400000.0
,,,130,G,3,97200,1699596000000.0
,,,130,G,3,97200,1699599600000.0
,,,130,G,3,97200,1699603200000.0
,,,140,G,3,97200,1699606800000.0
,,,160,G,3,97200,1699610400000.0
,,,160,G,3,97200,1699614000000.0
,,,160,G,3,97200,1699628400000.0
,,,160,G,3,97200,1699632000000.0
,,,140,G,3,97200,1699635600000.0
,,,140,G,3,97200,1699639200000.0
,,,140,G,3,97200,1699642800000.0
,,,120,G,3,97200,1699646400000.0
,,,140,G,3,97200,1699650000000.0
,,,160,G,3,97200,1699653600000.0
,,,140,G,3,97200,1699657200000.0
,,,120,G,3,97200,1699660800000.0
,,,140,G,3,97200,1699664400000.0
,,,130,G,3,97200,1699668000000.0
,,,140,G,3,97200,1699671600000.0
,,,130,G,3,97200,1699675200000.0
,,,120,G,3,97200,1699678800000.0
,,,140,G,3,97200,1699682400000.0
,,,140,G,3,97200,1699686000000.0
,,,130,G,3,97200,1699689600000.0
,,,130,G,3,97200,1699693200000.0
,,,170,G,3,97200,1699696800000.0
,,,180,G,3,97200,1699700400000.0
,,,200,G,3,97200,1699704000000.0
,,,0,G,3,97200,1699707600000.0
,,,0,G,3,97200,1699711200000.0
,,,40,G,3,97200,1699714800000.0
,,,60,G,3,97200,1699718400000.0
,,,100,G,3,97200,1699722000000.0
,,,0,G,3,97200,1699725600000.0
,,,340,G,3,97200,1699729200000.0
,,,360,G,3,97200,1699732800000.0
,,,350,G,3,97200,1699736400000.0
,,,350,G,3,97200,1699740000000.0
,,,350,G,3,97200,1699743600000.0
,,,20,G,3,97200,1699747200000.0
,,,360,G,3,97200,1699750800000.0
,,,20,G,3,97200,1699754400000.0
,,,10,G,3,97200,1699758000000.0
,,,360,G,3,97200,1699761600000.0
,,,360,G,3,97200,1699765200000.0
,,,350,G,3,97200,1699768800000.0
,,,360,G,3,97200,1699772400000.0
,,,340,G,3,97200,1699776000000.0
,,,320,G,3,97200,1699779600000.0
,,,320,G,3,97200,1699783200000.0
,,,330,G,3,97200,1699786800000.0
,,,340,G,3,97200,1699790400000.0
,,,320,G,3,97200,1699794000000.0
,,,310,G,3,97200,1699797600000.0
,,,310,G,3,97200,1699801200000.0
,,,300,G,3,97200,1699804800000.0
,,,310,G,3,97200,1699808400000.0
,,,320,G,3,97200,1699812000000.0
,,,320,G,3,97200,1699815600000.0
,,,310,G,3,97200,1699819200000.0
,,,310,G,3,97200,1699822800000.0
,,,310,G,3,97200,1699826400000.0
,,,310,G,3,97200,1699830000000.0
,,,310,G,3,97200,1699833600000.0
,,,300,G,3,97200,1699837200000.0
,,,310,G,3,97200,1699840800000.0
,,,300,G,3,97200,1699844400000.0
,,,300,G,3,97200,1699848000000.0
,,,310,G,3,97200,1699851600000.0
,,,310,G,3,97200,1699855200000.0
,,,310,G,3,97200,1699858800000.0
,,,310,G,3,97200,1699862400000.0
,,,320,G,3,97200,1699866000000.0
,,,310,G,3,97200,1699869600000.0
,,,320,G,3,97200,1699873200000.0
,,,320,G,3,97200,1699876800000.0
,,,320,G,3,97200,1699880400000.0
,,,310,G,3,97200,1699884000000.0
,,,320,G,3,97200,1699887600000.0
,,,320,G,3,97200,1699891200000.0
,,,320,G,3,97200,1699894800000.0
,,,330,G,3,97200,1699898400000.0
,,,330,G,3,97200,1699902000000.0
,,,330,G,3,97200,1699905600000.0
,,,300,G,3,97200,1699909200000.0
,,,320,G,3,97200,1699912800000.0
,,,290,G,3,97200,1699916400000.0
,,,330,G,3,97200,1699920000000.0
,,,340,G,3,97200,1699923600000.0
,,,360,G,3,97200,1699927200000.0
,,,20,G,3,97200,1699930800000.0
,,,30,G,3,97200,1699934400000.0
,,,20,G,3,97200,1699938000000.0
,,,10,G,3,97200,1699941600000.0
,,,20,G,3,97200,1699945200000.0
,,,20,G,3,97200,1699948800000.0
,,,10,G,3,97200,1699952400000.0
,,,20,G,3,97200,1699956000000.0
,,,30,G,3,97200,1699959600000.0
,,,20,G,3,97200,1699963200000.0
,,,20,G,3,97200,1699966800000.0
,,,360,G,3,97200,1699970400000.0
,,,360,G,3,97200,1699974000000.0
,,,360,G,3,97200,1699977600000.0
,,,340,G,3,97200,1699981200000.0
,,,350,G,3,97200,1699984800000.0
,,,350,G,3,97200,1699988400000.0
,,,340,G,3,97200,1699992000000.0
,,,330,G,3,97200,1699995600000.0
,,,340,G,3,97200,1699999200000.0
,,,350,G,3,97200,1700002800000.0
,,,330,G,3,97200,1700006400000.0
,,,320,G,3,97200,1700010000000.0
,,,330,G,3,97200,1700013600000.0
,,,320,G,3,97200,1700017200000.0
,,,320,G,3,97200,1700020800000.0
,,,320,G,3,97200,1700024400000.0
,,,320,G,3,97200,1700028000000.0
,,,320,G,3,97200,1700031600000.0
,,,330,G,3,97200,1700035200000.0
,,,330,G,3,97200,1700038800000.0
,,,330,G,3,97200,1700042400000.0
,,,340,G,3,97200,1700046000000.0
,,,340,G,3,97200,1700049600000.0
,,,330,G,3,97200,1700053200000.0
,,,330,G,3,97200,1700056800000.0
,,,330,G,3,97200,1700060400000.0
,,,330,G,3,97200,1700064000000.0
,,,320,G,3,97200,1700067600000.0
,,,330,G,3,97200,1700071200000.0
,,,320,G,3,97200,1700074800000.0
,,,310,G,3,97200,1700078400000.0
,,,340,G,3,97200,1700082000000.0
,,,330,G,3,97200,1700085600000.0
,,,330,G,3,97200,1700089200000.0
,,,320,G,3,97200,1700092800000.0
,,,330,G,3,97200,1700096400000.0
,,,330,G,3,97200,1700100000000.0
,,,320,G,3,97200,1700103600000.0
,,,330,G,3,97200,1700107200000.0
,,,330,G,3,97200,1700110800000.0
,,,350,G,3,97200,1700114400000.0
,,,360,G,3,97200,1700118000000.0
,,,10,G,3,97200,1700121600000.0
,,,10,G,3,97200,1700125200000.0
